order_id,customer_id,store_id,order_date,sales_channel,payment_method,order_status,campaign_id,promised_shipping_days,actual_shipping_days
O008412,C00044,S008,2024-06-05,Online,Credit Card,Completed,,2,2.0
O008413,C00824,S008,2024-03-16,In-Store,Credit Card,Completed,M0005,0,0.0
O008414,C01502,S007,2025-05-09,Online,Credit Card,Completed,M0032,2,2.0
O008415,C01795,S001,2025-05-05,In-Store,Credit Card,Completed,,0,0.0
O008416,C00610,S008,2024-03-16,Online,Credit Card,Completed,M0005,3,4.0
O008417,C01115,S004,2025-03-10,In-Store,Credit Card,Completed,M0030,0,0.0
O008418,C01353,S001,2024-09-10,In-Store,Debit Card,Completed,,0,0.0
O008419,C01677,S001,2024-07-10,Mobile App,Credit Card,Completed,,4,4.0
O008420,C01438,S003,2025-01-30,Mobile App,Debit Card,Completed,,3,3.0
O008421,C01788,S003,2024-11-30,Online,Credit Card,Returned,,2,2.0
O008422,C00720,S010,2025-02-28,Online,Debit Card,Completed,M0029,2,5.0
O008423,C00691,S001,2024-02-23,Mobile App,Credit Card,Completed,,4,6.0
O008424,C00699,S008,2024-07-08,Online,Debit Card,Completed,M0017,5,8.0
O008425,C00837,S004,2024-07-08,Online,Credit Card,Completed,,4,4.0
O008426,C00110,S004,2024-07-13,In-Store,Credit Card,Completed,,0,0.0
O008427,C00219,S006,2024-10-12,Mobile App,Credit Card,Completed,,2,2.0
O008428,C00463,S009,2024-06-21,Mobile App,Debit Card,Completed,,3,4.0
O008429,C00860,S009,2024-09-08,In-Store,Credit Card,Completed,,0,0.0
O008430,C00515,S008,2024-08-01,Mobile App,Credit Card,Completed,,3,3.0
O008431,C01577,S001,2025-01-27,In-Store,Credit Card,Completed,,0,0.0
O008432,C00637,S010,2024-11-26,In-Store,Credit Card,Completed,,0,0.0
O008433,C01281,S010,2024-12-15,Online,PayPal,Completed,,2,2.0
O008434,C01217,S002,2024-05-13,Online,PayPal,Completed,M0010,5,5.0
O008435,C00627,S003,2024-07-11,Mobile App,PayPal,Completed,,4,5.0
O008436,C00070,S005,2024-01-16,Online,Gift Card,Completed,M0001,4,4.0
O008437,C00459,S005,2024-03-15,In-Store,PayPal,Completed,,0,0.0
O008438,C01406,S010,2024-06-12,Mobile App,PayPal,Completed,,3,3.0
O008439,C01518,S008,2024-02-16,Online,Credit Card,Completed,M0004,4,4.0
O008440,C00097,S002,2024-11-26,Online,Credit Card,Completed,,3,3.0
O008441,C01752,S002,2025-06-30,In-Store,PayPal,Completed,,0,0.0
O008442,C00224,S008,2024-03-10,Online,Credit Card,Completed,,3,3.0
O008443,C00831,S001,2025-03-24,In-Store,PayPal,Completed,,0,0.0
O008444,C01305,S009,2024-03-21,Online,PayPal,Completed,,3,6.0
O008445,C01357,S002,2024-12-21,In-Store,PayPal,Completed,,0,0.0
O008446,C00641,S005,2024-12-11,Online,Credit Card,Completed,,2,2.0
O008447,C01635,S003,2025-05-11,Online,Credit Card,Completed,M0033,5,8.0
O008448,C01429,S005,2024-03-18,Online,Debit Card,Returned,,3,3.0
O008449,C00496,S008,2024-07-06,Online,Credit Card,Completed,,2,4.0
O008450,C01783,S008,2024-03-04,Online,PayPal,Completed,,2,3.0
O008451,C01210,S006,2024-08-20,Online,PayPal,Completed,,2,2.0
O008452,C01780,S009,2025-05-16,In-Store,PayPal,Completed,,0,0.0
O008453,C01062,S007,2025-03-01,Online,Credit Card,Completed,,5,6.0
O008454,C00769,S002,2025-01-18,In-Store,Credit Card,Completed,,0,0.0
O008455,C00760,S001,2024-10-30,Mobile App,PayPal,Completed,M0021,3,3.0
O008456,C01669,S008,2025-04-30,Online,Credit Card,Completed,,4,4.0
O008457,C00488,S001,2024-09-11,In-Store,PayPal,Completed,M0019,0,0.0
O008458,C00556,S008,2024-04-08,Online,Credit Card,Completed,,5,5.0
O008459,C00992,S009,2025-04-03,In-Store,Credit Card,Completed,,0,0.0
O008460,C01729,S001,2024-06-19,Mobile App,PayPal,Completed,M0013,2,2.0
O008461,C01530,S007,2024-02-08,In-Store,Credit Card,Returned,,0,0.0
O008462,C00489,S005,2024-03-25,Online,Credit Card,Completed,,4,4.0
O008463,C00057,S008,2024-11-28,In-Store,Credit Card,Completed,,0,0.0
O008464,C00512,S004,2024-11-27,In-Store,Credit Card,Completed,,0,0.0
O008465,C01272,S002,2024-06-09,Online,Credit Card,Completed,,5,6.0
O008466,C00104,S007,2025-01-22,Online,Debit Card,Completed,,2,2.0
O008467,C00557,S007,2025-02-24,online,Debit Card,Completed,,0,0.0
O008468,C00060,S008,2025-05-21,In-Store,Credit Card,Returned,M0032,0,0.0
O008469,C01602,S009,2024-11-19,In-Store,Debit Card,Completed,,0,0.0
O008470,C00735,S006,2025-02-28,In-Store,Credit Card,Completed,,0,0.0
O008471,C01583,S003,2025-02-09,Mobile App,Credit Card,Completed,,3,5.0
O008472,C01262,S005,2024-06-08,In-Store,Debit Card,Completed,,0,0.0
O008473,C00371,S003,2024-07-04,In-Store,Debit Card,Completed,,0,0.0
O008474,C00026,S010,2024-09-28,Mobile App,PayPal,Completed,,3,3.0
O008475,C00393,S009,2024-01-14,Online,Debit Card,Completed,,3,4.0
O008476,C00606,S005,2024-06-28,Online,Debit Card,Completed,,3,3.0
O008477,C00110,S007,2024-09-26,Mobile App,Credit Card,Completed,,2,5.0
O008478,C01416,S010,2024-03-14,Mobile App,Credit Card,Completed,M0006,3,4.0
O008479,C00773,S007,2024-03-25,Mobile App,Credit Card,Completed,,4,4.0
O008480,C00254,S007,2024-09-19,Online,PayPal,Completed,M0019,5,8.0
O008481,C01576,S010,2025-01-24,In-Store,Debit Card,Completed,,0,0.0
O008482,C00917,S004,2025-03-31,In-Store,Debit Card,Completed,M0030,0,0.0
O008483,C00766,S004,2024-11-04,Online,Credit Card,Completed,M0020,3,3.0
O008484,C01121,S003,2024-09-26,Online,Gift Card,Completed,,4,5.0
O008485,C00538,S004,2024-08-09,Online,Credit Card,Completed,,4,4.0
O008486,C01128,S009,2024-05-03,Online,PayPal,Completed,,5,5.0
O008487,C00615,S005,2024-04-06,Mobile App,Credit Card,Completed,M0008,3,3.0
O008488,C00587,S006,2025-03-07,Online,Credit Card,Completed,,3,3.0
O008489,C00597,S004,2024-09-20,In-Store,Credit Card,Completed,M0019,0,0.0
O008490,C01520,S001,2025-03-06,In-Store,Debit Card,Completed,,0,0.0
O008491,C01238,S007,2025-01-05,Mobile App,Credit Card,Completed,,4,4.0
O008492,C00113,S007,2024-05-04,In-Store,Credit Card,Completed,,0,0.0
O008493,C01336,S006,2024-10-17,In-Store,Credit Card,Completed,M0021,0,0.0
O008494,C00569,S004,2024-09-08,Online,Debit Card,Completed,,3,3.0
O008495,C00955,S010,2024-08-28,In-Store,Credit Card,Completed,,0,0.0
O008496,C00896,S008,2024-11-03,Online,Credit Card,Completed,M0021,4,4.0
O008497,C01125,S008,2025-06-22,In-Store,Credit Card,Completed,,0,0.0
O008498,C00762,S001,2025-03-19,Online,PayPal,Completed,M0030,4,4.0
O008499,C01671,S009,2025-05-11,In-Store,Debit Card,Completed,,0,0.0
O008500,C00938,S008,2024-01-22,In-Store,PayPal,Completed,,0,0.0
O008501,C00653,S002,2024-04-02,Online,Credit Card,Completed,,2,3.0
O008502,C00084,S009,2024-03-01,Online,PayPal,Completed,,3,4.0
O008503,C00719,S004,2024-06-11,In-Store,Gift Card,Completed,,0,0.0
O008504,C01766,S010,2024-09-07,Mobile App,Debit Card,Completed,M0019,3,5.0
O008505,C00868,S006,2024-12-11,Online,Credit Card,Completed,M0026,4,5.0
O008506,C00949,S002,2024-10-11,Online,Debit Card,Completed,,2,2.0
O008507,C00302,S010,2025-05-11,Online,Credit Card,Completed,,4,8.0
O008508,C01597,S004,2025-06-01,Online,Debit Card,Completed,,4,4.0
O008509,C01241,S002,2024-04-16,Mobile App,Credit Card,Completed,,3,4.0
O008510,C00568,S009,2025-04-12,In-Store,Debit Card,Completed,,0,0.0
O008511,C00541,S009,2024-09-30,Online,Credit Card,Completed,,4,5.0
O008512,C01647,S005,2024-09-14,Mobile App,Debit Card,Completed,,3,4.0
O008513,C00092,S003,2025-03-03,Online,Debit Card,Cancelled,M0030,4,
O008514,C00654,S003,2024-03-06,Online,Credit Card,Completed,,3,3.0
O008515,C01476,S001,2025-04-29,Online,Credit Card,Completed,,3,4.0
O008516,C00614,S008,2024-12-21,Online,Credit Card,Completed,M0025,3,4.0
O008517,C00071,S003,2025-04-25,Online,Debit Card,Completed,,2,3.0
O008518,C01549,S004,2025-06-28,Online,Debit Card,Completed,M0035,3,3.0
O008519,C01425,S002,2024-10-21,In-Store,Credit Card,Completed,M0020,0,0.0
O008520,C00669,S008,2024-03-06,Online,Credit Card,Completed,,3,6.0
O008521,C00081,S003,2024-04-18,Online,Debit Card,Completed,M0009,3,6.0
O008522,C01124,S002,2024-07-10,In-Store,Credit Card,Completed,M0017,0,0.0
O008523,C00595,S001,2024-03-12,In-Store,Gift Card,Completed,M0005,0,0.0
O008524,C00218,S010,2025-03-21,Online,Debit Card,Completed,,3,3.0
O008525,C00884,S002,2024-06-27,Online,Debit Card,Completed,,3,4.0
O008526,C00749,S002,2025-06-19,Online,Credit Card,Completed,,5,5.0
O008527,C00125,S004,2025-01-04,Online,Debit Card,Completed,M0024,3,4.0
O008528,C00201,S001,2024-04-21,Online,Credit Card,Cancelled,M0009,2,
O008529,C01026,S001,2024-09-27,Online,Credit Card,Completed,,4,5.0
O008530,C00574,S006,2024-09-21,Online,Credit Card,Completed,,5,6.0
O008531,C01044,S005,2024-10-06,In-Store,Credit Card,Completed,,0,0.0
O008532,C00983,S001,2024-11-01,Online,PayPal,Completed,M0020,4,4.0
O008533,C00722,S006,2024-01-23,In-Store,Credit Card,Completed,,0,0.0
O008534,C00952,S008,2024-12-27,Online,Credit Card,Completed,,2,3.0
O008535,C00180,S005,2024-10-03,Online,Credit Card,Completed,,3,4.0
O008536,C01433,S003,2025-03-07,In-Store,PayPal,Completed,M0030,0,0.0
O008537,C01086,S003,2025-03-21,Online,Credit Card,Completed,M0030,3,3.0
O008538,C00273,S002,2024-05-25,Online,Gift Card,Completed,,3,3.0
O008539,C00807,S009,2024-02-04,Mobile App,Gift Card,Completed,,2,3.0
O008540,C01777,S009,2025-01-04,Mobile App,Gift Card,Completed,,4,7.0
O008541,C00763,S007,2025-06-20,In-Store,Gift Card,Completed,M0035,0,0.0
O008542,C01034,S001,2024-09-10,Online,Credit Card,Completed,,2,4.0
O008543,C00699,S001,2024-06-09,In-Store,Debit Card,Completed,,0,0.0
O008544,C00921,S004,2024-04-12,Online,Credit Card,Completed,M0008,4,6.0
O008545,C00622,S002,2024-06-23,Online,Debit Card,Completed,M0015,3,4.0
O008546,C00540,S003,2024-07-12,Online,Credit Card,Completed,M0017,2,2.0
O008547,C00986,S002,2024-08-28,In-Store,Credit Card,Completed,,0,0.0
O008548,C00460,S001,2024-12-16,Mobile App,PayPal,Completed,,5,5.0
O008549,C01085,S003,2024-06-16,In-Store,Credit Card,Completed,M0015,0,0.0
O008550,C01082,S007,2024-02-06,Mobile App,Debit Card,Completed,,2,4.0
O008551,C00300,S010,2024-08-03,Online,Debit Card,Completed,,5,5.0
O008552,C00497,S009,2025-04-13,In-Store,Debit Card,Completed,,0,0.0
O008553,C01363,S010,2024-10-10,Mobile App,Credit Card,Completed,M0022,3,6.0
O008554,C01276,S009,2025-06-14,In-Store,Credit Card,Completed,,0,0.0
O008555,C01431,S008,2024-10-13,Online,PayPal,Completed,,2,2.0
O008556,C01280,S006,2024-06-17,Mobile App,Credit Card,Completed,,3,3.0
O008557,C01405,S001,2024-05-03,In-Store,Credit Card,Returned,,0,0.0
O008558,C01169,S008,2024-12-30,Online,Credit Card,Completed,M0024,4,4.0
O008559,C00591,S008,2024-11-01,Online,PayPal,Completed,,5,5.0
O008560,C00341,S009,2024-11-26,Online,Credit Card,Completed,,5,5.0
O008561,C00403,S010,2025-02-10,In-Store,Credit Card,Completed,M0028,0,0.0
O008562,C00288,S006,2025-01-21,Online,Credit Card,Completed,,3,3.0
O008563,C00989,S003,2024-01-31,Online,Credit Card,Completed,,5,5.0
O008564,C00214,S006,2025-03-13,Mobile App,Credit Card,Completed,M0030,4,4.0
O008565,C00532,S008,2024-10-30,Mobile App,Gift Card,Completed,,2,2.0
O008566,C00870,S007,2024-08-12,In-Store,Credit Card,Returned,,0,0.0
O008567,C00742,S008,2024-11-01,In-Store,Credit Card,Returned,M0021,0,0.0
O008568,C01600,S003,2024-11-30,In-Store,PayPal,Completed,,0,0.0
O008569,C01572,S008,2024-04-08,Mobile App,Credit Card,Completed,,2,2.0
O008570,C00211,S005,2024-08-25,Mobile App,Credit Card,Completed,,4,5.0
O008571,C00171,S007,2024-07-16,In-Store,Debit Card,Returned,,0,0.0
O008572,C00538,S004,2024-07-23,Online,Credit Card,Completed,,2,3.0
O008573,C01287,S003,2024-03-05,Online,Credit Card,Completed,,3,4.0
O008574,C00802,S006,2024-04-14,In-Store,Debit Card,Completed,,0,0.0
O008575,C00676,S009,2024-04-15,Mobile App,Credit Card,Completed,,2,2.0
O008576,C00390,S004,2024-08-03,In-Store,Credit Card,Completed,,0,0.0
O008577,C00421,S009,2025-05-06,In-Store,Credit Card,Completed,,0,0.0
O008578,C00062,S003,2024-05-11,Online,Credit Card,Completed,,2,2.0
O008579,C00086,S006,2024-08-24,Online,Gift Card,Completed,,4,4.0
O008580,C01013,S005,2024-07-04,In-Store,Debit Card,Completed,,0,0.0
O008581,C01609,S009,2025-03-04,Mobile App,Credit Card,Completed,,2,3.0
O008582,C00491,S006,2024-02-05,In-Store,Credit Card,Completed,M0003,0,0.0
O008583,C00896,S002,2024-05-05,Online,Debit Card,Completed,,3,3.0
O008584,C00060,S004,2024-05-13,Online,Debit Card,Completed,,3,3.0
O008585,C00477,S005,2025-06-27,Online,Credit Card,Completed,,4,5.0
O008586,C00320,S009,2024-11-14,Online,PayPal,Completed,,4,4.0
O008587,C00690,S001,2024-04-01,Online,PayPal,Completed,,4,4.0
O008588,C00052,S009,2024-06-15,Mobile App,Debit Card,Completed,,2,3.0
O008589,C00657,S010,2024-04-18,Mobile App,Credit Card,Completed,,3,3.0
O008590,C00828,S001,2024-03-24,Online,Debit Card,Completed,,4,5.0
O008591,C01101,S001,2025-03-10,In-Store,Debit Card,Completed,,0,0.0
O008592,C00119,S004,2024-10-08,Mobile App,Credit Card,Completed,,3,3.0
O008593,C00721,S006,2024-12-07,In-Store,Credit Card,Completed,M0026,0,0.0
O008594,C01206,S002,2024-07-14,In-Store,Credit Card,Completed,M0016,0,0.0
O008595,C00506,S001,2024-11-07,In-Store,PayPal,Completed,,0,0.0
O008596,C01674,S004,2024-06-08,Online,Credit Card,Completed,,3,3.0
O008597,C00637,S008,2024-07-03,Mobile App,PayPal,Completed,,2,5.0
O008598,C00153,S006,2024-12-14,In-Store,,Completed,,0,0.0
O008599,C01042,S005,2024-04-08,In-Store,Credit Card,Completed,,0,0.0
O008600,C01088,S001,2024-12-01,Online,PayPal,Completed,,4,5.0
O008601,C00497,S003,2025-04-11,Mobile App,Credit Card,Completed,M0031,2,3.0
O008602,C01772,S007,2024-03-22,Online,Credit Card,Completed,M0006,3,3.0
O008603,C00079,S010,2025-05-08,Mobile App,Debit Card,Completed,,4,4.0
O008604,C00059,S003,2024-02-26,Mobile App,PayPal,Completed,,2,4.0
O008605,C01435,S005,2024-07-23,Mobile App,Credit Card,Completed,,4,5.0
O008606,C00763,S006,2024-11-29,In-Store,PayPal,Completed,M0023,0,0.0
O008607,C00826,S009,2024-11-09,In-Store,Credit Card,Completed,,0,0.0
O008608,C01085,S003,2024-03-08,Mobile App,Credit Card,Completed,M0005,2,2.0
O008609,C01491,S006,2025-03-11,Mobile App,Credit Card,Completed,M0030,3,4.0
O008610,C01654,S002,2025-06-17,Mobile App,Credit Card,Completed,,5,7.0
O008611,C01103,S009,2024-04-26,Online,PayPal,Completed,,4,6.0
O008612,C01773,S009,2025-05-06,Online,PayPal,Completed,,4,5.0
O008613,C01707,S007,2024-11-09,Mobile App,Debit Card,Completed,,4,4.0
O008614,C01512,S009,2025-05-30,In-Store,Gift Card,Completed,,0,0.0
O008615,C00244,S004,2024-04-23,Online,Credit Card,Completed,,2,2.0
O008616,C00208,S010,2025-03-07,Online,Debit Card,Completed,M0030,3,3.0
O008617,C00856,S001,2024-02-12,Online,Credit Card,Cancelled,M0003,4,
O008618,C01111,S001,2025-04-29,Mobile App,Credit Card,Completed,,4,6.0
O008619,C01675,S002,2024-12-23,In-Store,Credit Card,Completed,M0024,0,0.0
O008620,C00600,S010,2024-08-02,Online,Debit Card,Completed,,4,5.0
O008621,C00645,S003,2024-05-02,In-Store,Credit Card,Completed,M0009,0,0.0
O008622,C00039,S002,2025-03-22,Mobile App,Gift Card,Completed,,3,3.0
O008623,C01200,S004,2024-11-26,Online,Debit Card,Completed,,2,2.0
O008624,C00478,S008,2024-07-28,Online,Credit Card,Completed,,4,4.0
O008625,C01616,S003,2024-09-08,Online,Credit Card,Returned,,2,2.0
O008626,C00020,S004,2025-03-27,In-Store,Debit Card,Completed,M0030,0,0.0
O008627,C00221,S002,2024-07-18,Mobile App,Debit Card,Completed,M0017,3,3.0
O008628,C00275,S001,2024-03-04,Online,Debit Card,Returned,,4,4.0
O008629,C01724,S008,2025-05-16,Online,Debit Card,Completed,M0032,2,3.0
O008630,C01178,S007,2024-08-10,Online,Credit Card,Completed,M0018,3,3.0
O008631,C00463,S010,2024-07-22,In-Store,PayPal,Completed,,0,0.0
O008632,C01433,S002,2024-05-10,Mobile App,Credit Card,Completed,,4,4.0
O008633,C01679,S008,2025-05-08,Online,Debit Card,Completed,,3,7.0
O008634,C00251,S010,2024-05-17,In-Store,Credit Card,Completed,M0010,0,0.0
O008635,C00212,S003,2024-12-08,Mobile App,PayPal,Completed,,4,5.0
O008636,C01502,S007,2025-04-28,Online,Debit Card,Completed,,2,2.0
O008637,C01685,S001,2024-01-25,In-Store,PayPal,Completed,,0,0.0
O008638,C00687,S003,2025-03-29,Online,Gift Card,Completed,M0030,2,4.0
O008639,C00419,S009,2024-08-22,Online,Credit Card,Completed,,2,2.0
O008640,C01196,S004,2024-12-17,Online,Credit Card,Completed,M0025,3,3.0
O008641,C00507,S001,2024-08-03,In-Store,PayPal,Completed,,0,0.0
O008642,C00646,S006,2024-12-31,Online,PayPal,Completed,,3,3.0
O008643,C01652,S001,2024-06-07,In-Store,Credit Card,Completed,,0,0.0
O008644,C00869,S010,2024-01-16,In-Store,Credit Card,Completed,,0,0.0
O008645,C01227,S001,2025-06-05,In-Store,Credit Card,Completed,,0,0.0
O008646,C00492,S002,2024-01-12,Mobile App,PayPal,Completed,M0001,3,4.0
O008647,C00295,S003,2025-03-26,Online,Credit Card,Completed,M0030,2,2.0
O008648,C00457,S002,2024-04-19,In-Store,Credit Card,Completed,,0,0.0
O008649,C01170,S008,2024-08-13,In-Store,Credit Card,Completed,M0018,0,0.0
O008650,C01262,S006,2025-03-25,Online,Credit Card,Completed,,4,7.0
O008651,C00740,S001,2024-05-11,Online,Gift Card,Completed,M0009,4,6.0
O008652,C01791,S006,2025-04-19,Online,Credit Card,Completed,M0031,4,6.0
O008653,C00424,S001,2024-10-09,Online,Credit Card,Completed,,3,3.0
O008654,C01008,S009,2024-07-31,Online,Credit Card,Completed,,3,4.0
O008655,C00292,S003,2024-12-18,Mobile App,PayPal,Completed,M0024,2,2.0
O008656,C00156,S001,2024-07-19,Online,Credit Card,Completed,,2,2.0
O008657,C00350,S001,2024-07-22,Online,Credit Card,Completed,M0016,3,3.0
O008658,C01466,S002,2025-01-26,In-Store,Credit Card,Completed,,0,0.0
O008659,C00243,S006,2024-07-04,Mobile App,Debit Card,Completed,,3,3.0
O008660,C01231,S001,2024-05-08,Online,Gift Card,Completed,M0009,2,2.0
O008661,C01452,S007,2025-03-16,Mobile App,Gift Card,Completed,,3,3.0
O008662,C01790,S004,2025-03-15,Online,Gift Card,Completed,,2,3.0
O008663,C00972,S007,2024-10-09,In-Store,Credit Card,Completed,M0020,0,0.0
O008664,C00258,S004,2024-10-26,Online,PayPal,Completed,M0021,2,2.0
O008665,C00585,S004,2024-12-31,Online,Credit Card,Completed,,5,5.0
O008666,C00035,S004,2024-10-16,In-Store,Credit Card,Completed,M0020,0,0.0
O008667,C01153,S010,2024-08-25,Online,Credit Card,Completed,,2,4.0
O008668,C00430,S010,2025-06-28,Online,Credit Card,Returned,M0035,2,2.0
O008669,C01724,S008,2024-04-07,In-Store,Credit Card,Completed,,0,0.0
O008670,C01343,S002,2024-11-22,Mobile App,PayPal,Completed,,4,7.0
O008671,C00095,S008,2025-05-01,Online,PayPal,Completed,,5,5.0
O008672,C00220,S010,2024-12-28,Online,Credit Card,Completed,,3,3.0
O008673,C00301,S001,2025-04-28,In-Store,Credit Card,Completed,,0,0.0
O008674,C01661,S007,2024-07-16,In-Store,PayPal,Completed,,0,0.0
O008675,C01209,S007,2024-06-15,In-Store,Credit Card,Completed,M0013,0,0.0
O008676,C01061,S006,2025-04-11,In-Store,PayPal,Completed,M0031,0,0.0
O008677,C00775,S004,2024-08-14,In-Store,PayPal,Completed,,0,0.0
O008678,C01646,S005,2025-01-09,Online,PayPal,Returned,M0027,3,6.0
O008679,C00400,S001,2024-04-07,Mobile App,PayPal,Completed,,2,2.0
O008680,C00690,S002,2025-02-11,Online,PayPal,Completed,,3,3.0
O008681,C01166,S010,2024-11-06,Online,PayPal,Cancelled,M0021,3,
O008682,C00993,S007,2024-06-14,Online,PayPal,Completed,,2,2.0
O008683,C00134,S002,2024-10-07,Online,Debit Card,Completed,,3,5.0
O008684,C01469,S008,2024-12-31,Online,Credit Card,Completed,M0024,3,4.0
O008685,C00661,S007,2024-01-09,In-Store,Debit Card,Completed,M0001,0,0.0
O008686,C01312,S010,2024-12-09,Online,PayPal,Completed,M0025,2,2.0
O008687,C00258,S008,2024-11-03,Mobile App,Gift Card,Completed,,4,8.0
O008688,C01063,S004,2024-05-19,In-Store,Debit Card,Completed,,0,0.0
O008689,C00305,S001,2025-02-09,Online,Debit Card,Completed,,4,4.0
O008690,C01307,S007,2024-06-30,In-Store,PayPal,Completed,,0,0.0
O008691,C00526,S001,2024-06-17,Online,Credit Card,Completed,,4,4.0
O008692,C00407,S007,2024-09-24,Online,Credit Card,Completed,,2,3.0
O008693,C01383,S009,2024-12-23,Mobile App,Credit Card,Completed,,2,2.0
O008694,C00886,S005,2025-05-26,Online,PayPal,Completed,M0032,2,2.0
O008695,C00378,S002,2024-04-03,In-Store,Credit Card,Completed,M0005,0,0.0
O008696,C00469,S001,2024-08-15,Mobile App,Credit Card,Completed,M0018,3,4.0
O008697,C00873,S008,2024-02-17,Online,Credit Card,Completed,,2,3.0
O008698,C00990,S004,2025-02-13,In-Store,Credit Card,Completed,M0028,0,0.0
O008699,C01305,S008,2024-09-10,In-Store,Debit Card,Completed,M0019,0,0.0
O008700,C01589,S002,2025-01-07,Mobile App,Credit Card,Completed,M0027,2,2.0
O008701,C00011,S003,2024-07-10,Online,Credit Card,Completed,,2,2.0
O008702,C00675,S003,2025-04-07,Mobile App,Debit Card,Returned,,5,6.0
O008703,C00695,S004,2024-10-31,Online,Debit Card,Completed,,3,3.0
O008704,C01210,S009,2025-06-03,In-Store,Credit Card,Completed,,0,0.0
O008705,C01573,S009,2024-02-26,Online,Gift Card,Completed,,3,3.0
O008706,C00973,S005,2024-10-19,Mobile App,Credit Card,Completed,,2,4.0
O008707,C00009,S007,2025-02-18,Online,Debit Card,Completed,M0029,3,4.0
O008708,C00028,S009,2024-11-25,In-Store,Credit Card,Completed,M0023,0,0.0
O008709,C00823,S001,2024-01-17,Mobile App,Credit Card,Completed,,3,4.0
O008710,C00686,S002,2025-06-17,Online,Credit Card,Completed,,5,7.0
O008711,C01488,S006,2024-06-28,online,Credit Card,Completed,,2,2.0
O008712,C01663,S003,2024-06-04,Online,Credit Card,Completed,,3,5.0
O008713,C00511,S007,2024-10-02,Online,Credit Card,Returned,M0020,4,7.0
O008714,C00502,S005,2024-11-03,In-Store,PayPal,Completed,,0,0.0
O008715,C00582,S010,2025-02-18,In-Store,Credit Card,Completed,M0029,0,0.0
O008716,C00778,S008,2024-08-13,Online,PayPal,Completed,M0018,2,2.0
O008717,C01687,S001,2024-09-06,In-Store,Debit Card,Completed,M0019,0,0.0
O008718,C00661,S009,2024-10-31,Online,Credit Card,Completed,M0020,3,3.0
O008719,C01242,S010,2024-08-14,Mobile App,Debit Card,Completed,M0018,4,4.0
O008720,C01453,S006,2025-05-18,Mobile App,Credit Card,Completed,M0033,2,2.0
O008721,C01662,S005,2025-04-11,In-Store,PayPal,Completed,,0,0.0
O008722,C00003,S008,2024-09-14,Mobile App,Gift Card,Completed,M0019,2,2.0
O008723,C01211,S004,2024-01-01,Mobile App,Debit Card,Completed,,3,3.0
O008724,C00043,S009,2025-05-10,In-Store,PayPal,Completed,,0,0.0
O008725,C01635,S005,2024-03-24,Mobile App,Credit Card,Completed,,2,2.0
O008726,C00775,S001,2024-06-02,Mobile App,Credit Card,Completed,,2,3.0
O008727,C01435,S008,2024-04-09,Online,Credit Card,Completed,,2,2.0
O008728,C01214,S009,2024-04-25,In-Store,Credit Card,Completed,,0,0.0
O008729,C00042,S005,2025-03-14,Online,Debit Card,Completed,,2,2.0
O008730,C01121,S005,2024-11-17,In-Store,Credit Card,Completed,M0023,0,0.0
O008731,C01796,S006,2025-06-09,In-Store,Credit Card,Completed,,0,0.0
O008732,C00730,S009,2024-05-25,Mobile App,Debit Card,Completed,M0010,3,5.0
O008733,C00648,S005,2024-10-02,In-Store,Credit Card,Completed,,0,0.0
O008734,C00657,S002,2025-06-20,Online,PayPal,Completed,M0034,3,3.0
O008735,C01541,S003,2025-03-27,Online,Credit Card,Completed,M0030,2,2.0
O008736,C00881,S010,2025-01-23,Online,Credit Card,Completed,,3,4.0
O008737,C01160,S003,2024-05-01,Online,Credit Card,Completed,,5,6.0
O008738,C00510,S009,2025-02-21,Mobile App,Credit Card,Completed,M0028,3,4.0
O008739,C01543,S008,2024-07-22,In-Store,Credit Card,Returned,M0017,0,0.0
O008740,C00037,S006,2024-10-29,Mobile App,Credit Card,Completed,M0021,4,4.0
O008741,C00823,S005,2024-11-28,Mobile App,Gift Card,Completed,M0023,4,5.0
O008742,C00579,S010,2024-11-28,Online,Credit Card,Completed,M0023,3,3.0
O008743,C00837,S002,2025-01-21,Online,Debit Card,Completed,,3,3.0
O008744,C00517,S009,2024-12-18,Online,Credit Card,Completed,M0025,2,3.0
O008745,C00785,S010,2024-02-18,Online,Credit Card,Completed,M0004,2,6.0
O008746,C01021,S008,2024-09-16,Online,Credit Card,Completed,,3,4.0
O008747,C00879,S005,2024-12-19,Online,Debit Card,Completed,M0026,3,6.0
O008748,C01082,S006,2024-06-27,Online,Credit Card,Completed,,2,2.0
O008749,C00959,S009,2024-07-05,In-Store,Credit Card,Completed,,0,0.0
O008750,C00155,S001,2024-03-24,Online,Debit Card,Completed,M0005,3,4.0
O008751,C00113,S004,2024-08-25,Online,Credit Card,Completed,,3,3.0
O008752,C01484,S005,2025-06-24,Online,Credit Card,Returned,,2,2.0
O008753,C01628,S009,2024-06-22,Online,Gift Card,Completed,M0013,3,3.0
O008754,C00836,S005,2024-10-29,In-Store,Credit Card,Completed,,0,0.0
O008755,C01780,S005,2025-02-02,Mobile App,PayPal,Completed,,4,4.0
O008756,C00601,S003,2024-01-10,Online,Debit Card,Completed,,4,8.0
O008757,C00442,S008,2025-05-10,Online,Credit Card,Completed,M0033,2,4.0
O008758,C01714,S007,2024-08-10,In-Store,Gift Card,Completed,,0,0.0
O008759,C00228,S008,2025-04-21,Online,Credit Card,Completed,,3,6.0
